Valuation ID,Item,Item Primary Key,Category,Subcategory,Unit,Item Amount,Item Unit Value,Inventory Value
INV-2025-07,"Oregano, Dried",DRY-022,Dry Goods & Spices,Spice,1 lb bag,39,13.45,524.55
INV-2025-07,"Cinnamon, Ground",DRY-023,Dry Goods & Spices,Spice,1 lb bag,10,8.72,87.2
INV-2025-07,Baking Powder,DRY-024,Dry Goods & Spices,Baking,10 lb can,20,19.75,395.0
INV-2025-07,Baking Soda,DRY-025,Dry Goods & Spices,Baking,12 lb box,27,9.85,265.95
INV-2025-07,Cocoa Powder,DRY-026,Dry Goods & Spices,Baking,5 lb bag,44,19.68,865.92
INV-2025-07,Panko Bread Crumbs,DRY-027,Dry Goods & Spices,Breading,25 lb case,46,34.75,1598.5
INV-2025-07,Seasoned Bread Crumbs,DRY-028,Dry Goods & Spices,Breading,25 lb case,30,32.44,973.2
INV-2025-07,Sesame Seeds,DRY-029,Dry Goods & Spices,Nuts/Seeds,5 lb bag,26,22.06,573.56
INV-2025-07,Sliced Almonds,DRY-030,Dry Goods & Spices,Nuts/Seeds,5 lb bag,32,27.86,891.52
INV-2025-07,Frozen Peas,FRZ-001,Frozen/Refrigerated Goods,Frozen Vegetable,20 lb case,11,24.08,264.88
INV-2025-07,Frozen Corn,FRZ-002,Frozen/Refrigerated Goods,Frozen Vegetable,20 lb case,37,25.5,943.5
INV-2025-07,Frozen Broccoli Florets,FRZ-003,Frozen/Refrigerated Goods,Frozen Vegetable,20 lb case,40,30.05,1202.0
INV-2025-07,"Frozen Spinach, Chopped",FRZ-004,Frozen/Refrigerated Goods,Frozen Vegetable,20 lb case,19,26.07,495.33
INV-2025-07,"French Fries, Straight Cut",FRZ-005,Frozen/Refrigerated Goods,Frozen Potato,30 lb case,30,33.27,998.1
INV-2025-07,Tater Tots,FRZ-006,Frozen/Refrigerated Goods,Frozen Potato,30 lb case,37,29.23,1081.51
INV-2025-07,"Hash Browns, Shredded",FRZ-007,Frozen/Refrigerated Goods,Frozen Potato,20 lb case,6,27.55,165.3
INV-2025-07,"Dinner Rolls, Par-Baked",FRZ-008,Frozen/Refrigerated Goods,Frozen Bread,case of 200,23,38.76,891.48
INV-2025-07,Pizza Dough Balls,FRZ-009,Frozen/Refrigerated Goods,Frozen Bread,case of 40,10,37.16,371.6
INV-2025-07,Vanilla Ice Cream,FRZ-010,Frozen/Refrigerated Goods,Frozen Dessert,3 gal tub,14,25.49,356.86
INV-2025-07,Chocolate Ice Cream,FRZ-011,Frozen/Refrigerated Goods,Frozen Dessert,3 gal tub,26,28.23,733.98
INV-2025-07,"Cheesecake, Uncut",FRZ-012,Frozen/Refrigerated Goods,Frozen Dessert,10 inch,18,19.76,355.68
INV-2025-07,Frozen Mixed Berries,FRZ-013,Frozen/Refrigerated Goods,Frozen Fruit,10 lb bag,27,34.21,923.67
INV-2025-07,Frozen Mango Chunks,FRZ-014,Frozen/Refrigerated Goods,Frozen Fruit,10 lb bag,33,26.93,888.69
INV-2025-07,Shredded Mozzarella,FRZ-015,Frozen/Refrigerated Goods,Dairy,5 lb bag,33,18.2,600.6
INV-2025-07,Shredded Cheddar,FRZ-016,Frozen/Refrigerated Goods,Dairy,5 lb bag,24,17.01,408.24
INV-2025-07,"Parmesan, Grated",FRZ-017,Frozen/Refrigerated Goods,Dairy,5 lb bag,12,31.74,380.88
INV-2025-07,Cream Cheese,FRZ-018,Frozen/Refrigerated Goods,Dairy,3 lb block,26,12.5,325.0
INV-2025-07,"Butter, Unsalted",FRZ-019,Frozen/Refrigerated Goods,Dairy,36 lb case,15,117.98,1769.7
INV-2025-07,Heavy Cream,FRZ-020,Frozen/Refrigerated Goods,Dairy,quart,20,5.1,102.0
INV-2025-07,Sour Cream,FRZ-021,Frozen/Refrigerated Goods,Dairy,5 lb tub,40,14.49,579.6
INV-2025-07,"Eggs, Large",FRZ-022,Frozen/Refrigerated Goods,Dairy,case of 15 dz,40,53.53,2141.2
INV-2025-07,"Frozen Shrimp, 21/25",FRZ-023,Frozen/Refrigerated Goods,Frozen Protein,5 lb bag,34,60.57,2059.38
INV-2025-07,Frozen Chicken Wings,FRZ-024,Frozen/Refrigerated Goods,Frozen Protein,40 lb case,30,107.19,3215.7
INV-2025-07,Frozen Salmon Fillets,FRZ-025,Frozen/Refrigerated Goods,Frozen Protein,10 lb box,16,99.28,1588.48
INV-2025-07,Mozzarella Sticks,FRZ-026,Frozen/Refrigerated Goods,Frozen Appetizer,case of 240,32,56.67,1813.44
INV-2025-07,"Spring Rolls, Vegetable",FRZ-027,Frozen/Refrigerated Goods,Frozen Appetizer,case of 100,17,61.17,1039.89
INV-2025-07,"Yogurt, Plain",FRZ-028,Frozen/Refrigerated Goods,Dairy,5 lb tub,32,13.9,444.8
INV-2025-07,Frozen Diced Onions,FRZ-029,Frozen/Refrigerated Goods,Frozen Vegetable,20 lb case,18,25.18,453.24
INV-2025-07,"Pie Crust, Frozen 9in",FRZ-030,Frozen/Refrigerated Goods,Frozen Dessert,case of 24,9,33.07,297.63
INV-2025-07,Canola Oil,LIQ-001,Liquids/Pastes/Sauces,Oil,35 lb jug,28,45.12,1263.36
INV-2025-07,"Olive Oil, Extra Virgin",LIQ-002,Liquids/Pastes/Sauces,Oil,3 L tin,8,25.66,205.28
INV-2025-07,Vegetable Oil,LIQ-003,Liquids/Pastes/Sauces,Oil,35 lb jug,9,38.78,349.02
INV-2025-07,Sesame Oil,LIQ-004,Liquids/Pastes/Sauces,Oil,1 gal jug,11,29.0,319.0
INV-2025-07,White Vinegar,LIQ-005,Liquids/Pastes/Sauces,Vinegar,1 gal jug,18,7.34,132.12
INV-2025-07,Balsamic Vinegar,LIQ-006,Liquids/Pastes/Sauces,Vinegar,1 gal jug,23,24.75,569.25
INV-2025-07,Rice Wine Vinegar,LIQ-007,Liquids/Pastes/Sauces,Vinegar,1 gal jug,15,20.24,303.6
INV-2025-07,Soy Sauce,LIQ-008,Liquids/Pastes/Sauces,Sauce,1 gal jug,21,11.91,250.11
INV-2025-07,Hot Sauce,LIQ-009,Liquids/Pastes/Sauces,Sauce,1 gal jug,14,25.01,350.14
INV-2025-07,Worcestershire Sauce,LIQ-010,Liquids/Pastes/Sauces,Sauce,1 gal jug,22,16.66,366.52
INV-2025-07,BBQ Sauce,LIQ-011,Liquids/Pastes/Sauces,Sauce,1 gal jug,24,17.17,412.08
INV-2025-07,Buffalo Wing Sauce,LIQ-012,Liquids/Pastes/Sauces,Sauce,1 gal jug,12,22.83,273.96
INV-2025-07,Teriyaki Sauce,LIQ-013,Liquids/Pastes/Sauces,Sauce,1 gal jug,21,17.04,357.84
INV-2025-07,Ranch Dressing,LIQ-014,Liquids/Pastes/Sauces,Sauce,1 gal jug,7,19.52,136.64
INV-2025-07,Caesar Dressing,LIQ-015,Liquids/Pastes/Sauces,Sauce,1 gal jug,10,18.58,185.8
INV-2025-07,"Vinaigrette, Balsamic",LIQ-016,Liquids/Pastes/Sauces,Sauce,1 gal jug,8,21.08,168.64
INV-2025-07,Tomato Paste,LIQ-017,Liquids/Pastes/Sauces,Paste,#10 can,7,12.26,85.82
INV-2025-07,Garlic Paste,LIQ-018,Liquids/Pastes/Sauces,Paste,4 lb tub,16,16.1,257.6
INV-2025-07,Ginger Paste,LIQ-019,Liquids/Pastes/Sauces,Paste,4 lb tub,21,17.84,374.64
INV-2025-07,"Curry Paste, Red",LIQ-020,Liquids/Pastes/Sauces,Paste,14 oz can,8,6.25,50.0
INV-2025-07,Crushed Tomatoes,LIQ-021,Liquids/Pastes/Sauces,Canned Tomato,#10 can,20,10.94,218.8
INV-2025-07,Diced Tomatoes,LIQ-022,Liquids/Pastes/Sauces,Canned Tomato,#10 can,23,9.21,211.83
INV-2025-07,Tomato Puree,LIQ-023,Liquids/Pastes/Sauces,Canned Tomato,#10 can,8,8.22,65.76
INV-2025-07,"Chicken Stock, Liquid",LIQ-024,Liquids/Pastes/Sauces,Stock/Broth,1 gal jug,18,15.11,271.98
INV-2025-07,"Beef Stock, Liquid",LIQ-025,Liquids/Pastes/Sauces,Stock/Broth,1 gal jug,8,16.16,129.28
INV-2025-07,"Vegetable Stock, Liquid",LIQ-026,Liquids/Pastes/Sauces,Stock/Broth,1 gal jug,17,17.08,290.36
INV-2025-07,Marinara Sauce,LIQ-027,Liquids/Pastes/Sauces,Sauce,#10 can,30,12.99,389.7
INV-2025-07,Alfredo Sauce,LIQ-028,Liquids/Pastes/Sauces,Sauce,4 lb tub,3,17.76,53.28
INV-2025-07,Sriracha,LIQ-029,Liquids/Pastes/Sauces,Sauce,1 gal jug,9,24.56,221.04
INV-2025-07,Honey,LIQ-030,Liquids/Pastes/Sauces,Honey/Syrup,5 lb jug,20,19.2,384.0
INV-2025-07,Romaine Lettuce,PRD-001,Produce & Meat,Produce,case of 24 heads,17,33.61,571.37
INV-2025-07,Iceberg Lettuce,PRD-002,Produce & Meat,Produce,case of 24 heads,17,26.95,458.15
INV-2025-07,"Tomatoes, Roma",PRD-003,Produce & Meat,Produce,25 lb case,16,36.55,584.8
INV-2025-07,"Onions, Yellow",PRD-004,Produce & Meat,Produce,50 lb bag,4,24.7,98.8
INV-2025-07,"Garlic, Fresh",PRD-005,Produce & Meat,Produce,10 lb case,9,35.7,321.3
INV-2025-07,"Bell Peppers, Green",PRD-006,Produce & Meat,Produce,25 lb case,10,37.61,376.1
INV-2025-07,"Bell Peppers, Red",PRD-007,Produce & Meat,Produce,25 lb case,11,39.98,439.78
INV-2025-07,Avocados,PRD-008,Produce & Meat,Produce,case of 48,16,67.05,1072.8
INV-2025-07,Limes,PRD-009,Produce & Meat,Produce,case of 200,17,39.94,678.98
INV-2025-07,Lemons,PRD-010,Produce & Meat,Produce,case of 165,5,39.61,198.05
INV-2025-07,"Potatoes, Russet",PRD-011,Produce & Meat,Produce,50 lb bag,10,33.57,335.7
INV-2025-07,Carrots,PRD-012,Produce & Meat,Produce,25 lb bag,13,24.81,322.53
INV-2025-07,Celery,PRD-013,Produce & Meat,Produce,case of 30,3,31.2,93.6
INV-2025-07,"Mushrooms, White Button",PRD-014,Produce & Meat,Produce,10 lb case,16,33.77,540.32
INV-2025-07,Cilantro,PRD-015,Produce & Meat,Produce,case of 30 bunches,15,22.6,339.0
INV-2025-07,Jalapeños,PRD-016,Produce & Meat,Produce,10 lb case,22,18.63,409.86
INV-2025-07,Cucumbers,PRD-017,Produce & Meat,Produce,case of 24,11,21.51,236.61
INV-2025-07,"Spinach, Fresh",PRD-018,Produce & Meat,Produce,4 lb case,3,19.2,57.6
INV-2025-07,"Basil, Fresh",PRD-019,Produce & Meat,Produce,case of 12 bunches,13,25.23,327.99
INV-2025-07,"Ginger, Fresh",PRD-020,Produce & Meat,Produce,10 lb case,4,29.85,119.4
INV-2025-07,"Ground Beef, 80/20",PRD-021,Produce & Meat,Meat,case,5,5.31,26.55
INV-2025-07,"Chicken Breast, Boneless",PRD-022,Produce & Meat,Meat,case,9,4.45,40.05
INV-2025-07,"Chicken Thighs, Boneless",PRD-023,Produce & Meat,Meat,case,25,3.94,98.5
INV-2025-07,Pork Shoulder,PRD-024,Produce & Meat,Meat,case,13,3.98,51.74
INV-2025-07,"Bacon, Sliced",PRD-025,Produce & Meat,Meat,15 lb case,21,71.56,1502.76
INV-2025-07,NY Strip Steak,PRD-026,Produce & Meat,Meat,case,7,15.51,108.57
INV-2025-07,Ribeye Steak,PRD-027,Produce & Meat,Meat,case,8,20.36,162.88
INV-2025-07,Ground Pork,PRD-028,Produce & Meat,Meat,case,3,3.91,11.73
INV-2025-07,"Salmon Fillet, Fresh",PRD-029,Produce & Meat,Seafood,case,19,12.87,244.53
INV-2025-07,"Shrimp, Fresh 16/20",PRD-030,Produce & Meat,Seafood,case,19,11.2,212.8
INV-2025-07,"To-Go Containers, 32oz",SUP-001,Supplies,To-Go,case of 150,100,35.2,3520.0
INV-2025-07,"To-Go Cups, 16oz",SUP-002,Supplies,To-Go,case of 1000,83,63.82,5297.06
INV-2025-07,"To-Go Cup Lids, Dome",SUP-003,Supplies,To-Go,case of 1000,75,34.8,2610.0
INV-2025-07,"Paper Bags, Kraft",SUP-004,Supplies,To-Go,case of 500,96,34.24,3287.04
INV-2025-07,"Napkins, Dinner",SUP-005,Supplies,Disposable,case of 3000,27,34.96,943.92
INV-2025-07,"Straws, Wrapped",SUP-006,Supplies,Disposable,box of 500,62,10.32,639.84
INV-2025-07,"Plastic Cutlery, Forks",SUP-007,Supplies,Disposable,box of 1000,45,20.13,905.85
INV-2025-07,"Plastic Cutlery, Spoons",SUP-008,Supplies,Disposable,box of 1000,26,17.8,462.8
INV-2025-07,Toothpicks,SUP-009,Supplies,Disposable,box of 1000,26,4.04,105.04
INV-2025-07,"Dish Soap, Concentrate",SUP-010,Supplies,Cleaning,1 gal jug,51,26.95,1374.45
INV-2025-07,"Degreaser, Kitchen",SUP-011,Supplies,Cleaning,1 gal jug,96,20.61,1978.56
INV-2025-07,Sanitizer Solution,SUP-012,Supplies,Cleaning,1 gal jug,28,18.24,510.72
INV-2025-07,Bleach,SUP-013,Supplies,Cleaning,1 gal jug,44,7.96,350.24
INV-2025-07,Glass Cleaner,SUP-014,Supplies,Cleaning,1 gal jug,58,15.52,900.16
INV-2025-07,"Paper Towels, Roll",SUP-015,Supplies,Paper Goods,case of 12,91,43.28,3938.48
INV-2025-07,"Toilet Paper, Roll",SUP-016,Supplies,Paper Goods,case of 48,21,42.27,887.67
INV-2025-07,Butcher Paper Roll,SUP-017,Supplies,Paper Goods,roll,45,31.73,1427.85
INV-2025-07,Parchment Paper Sheets,SUP-018,Supplies,Paper Goods,box of 1000,57,40.09,2285.13
INV-2025-07,Plastic Wrap Roll,SUP-019,Supplies,Wrap/Film,roll,72,19.39,1396.08
INV-2025-07,Aluminum Foil Roll,SUP-020,Supplies,Wrap/Film,roll,10,32.3,323.0
INV-2025-07,"Disposable Gloves, Nitrile",SUP-021,Supplies,Gloves,case of 1000,21,59.04,1239.84
INV-2025-07,"Disposable Gloves, Vinyl",SUP-022,Supplies,Gloves,case of 1000,68,36.95,2512.6
INV-2025-07,Food Storage Containers,SUP-023,Supplies,Storage,case of 100,99,35.99,3563.01
INV-2025-07,Container Lids,SUP-024,Supplies,Storage,case of 100,18,25.97,467.46
INV-2025-07,"Deli Cups w/ Lids, 8oz",SUP-025,Supplies,Storage,case of 500,60,35.52,2131.2
INV-2025-07,Hand Soap,SUP-026,Supplies,Chemical,1 gal jug,64,17.08,1093.12
INV-2025-07,Hand Sanitizer,SUP-027,Supplies,Chemical,1 gal jug,73,19.42,1417.66
INV-2025-07,Chafing Fuel Cans,SUP-028,Supplies,Small Wares,case of 24,46,38.67,1778.82
INV-2025-07,Aluminum Steam Table Pans,SUP-029,Supplies,Small Wares,case of 50,83,52.6,4365.8
INV-2025-07,"Menu Paper, Cardstock",SUP-030,Supplies,Menu/Marketing,ream of 500,72,21.08,1517.76
INV-2025-08,Coca-Cola Syrup BIB,NAB-001,Non-Alcoholic Beverage,Soda,5 gal bag-in-box,11,69.16,760.76
INV-2025-08,Diet Coke Syrup BIB,NAB-002,Non-Alcoholic Beverage,Soda,5 gal bag-in-box,34,55.26,1878.84
INV-2025-08,Sprite Syrup BIB,NAB-003,Non-Alcoholic Beverage,Soda,5 gal bag-in-box,15,67.89,1018.35
INV-2025-08,Ginger Ale Syrup BIB,NAB-004,Non-Alcoholic Beverage,Soda,5 gal bag-in-box,5,72.07,360.35
INV-2025-08,Still Water 16.9oz,NAB-005,Non-Alcoholic Beverage,Bottled Water,case of 24,32,6.54,209.28
INV-2025-08,Sparkling Water 12oz,NAB-006,Non-Alcoholic Beverage,Bottled Water,case of 24,13,18.43,239.59
INV-2025-08,Orange Juice Concentrate,NAB-007,Non-Alcoholic Beverage,Juice,gallon,24,11.08,265.92
INV-2025-08,Cranberry Juice Cocktail,NAB-008,Non-Alcoholic Beverage,Juice,gallon,22,8.52,187.44
INV-2025-08,Pineapple Juice,NAB-009,Non-Alcoholic Beverage,Juice,46 oz can,28,4.22,118.16
INV-2025-08,Lemon Juice (bottled),NAB-010,Non-Alcoholic Beverage,Juice,32 oz bottle,28,4.77,133.56
INV-2025-08,Lime Juice (bottled),NAB-011,Non-Alcoholic Beverage,Juice,32 oz bottle,15,3.97,59.55
INV-2025-08,"Espresso Beans, Dark Roast",NAB-012,Non-Alcoholic Beverage,Coffee,5 lb bag,24,44.4,1065.6
INV-2025-08,"Drip Coffee, Medium Roast",NAB-013,Non-Alcoholic Beverage,Coffee,2 lb bag,19,16.57,314.83
INV-2025-08,"Decaf Coffee, Medium Roast",NAB-014,Non-Alcoholic Beverage,Coffee,2 lb bag,10,18.91,189.1
INV-2025-08,Black Tea Bags,NAB-015,Non-Alcoholic Beverage,Tea,box of 100,5,14.61,73.05
INV-2025-08,Green Tea Bags,NAB-016,Non-Alcoholic Beverage,Tea,box of 100,9,14.33,128.97
INV-2025-08,Herbal Chamomile Tea Bags,NAB-017,Non-Alcoholic Beverage,Tea,box of 100,19,16.69,317.11
INV-2025-08,Red Bull 8.4oz,NAB-018,Non-Alcoholic Beverage,Energy/Sports,case of 24,33,34.03,1122.99
INV-2025-08,Gatorade Fruit Punch,NAB-019,Non-Alcoholic Beverage,Energy/Sports,case of 24,26,22.92,595.92
INV-2025-08,Whole Milk,NAB-020,Non-Alcoholic Beverage,Milk/Dairy Bev,half gallon,32,2.79,89.28
INV-2025-08,Oat Milk,NAB-021,Non-Alcoholic Beverage,Milk/Dairy Bev,32 oz carton,35,5.47,191.45
INV-2025-08,"Almond Milk, Unsweetened",NAB-022,Non-Alcoholic Beverage,Milk/Dairy Bev,32 oz carton,29,3.99,115.71
INV-2025-08,Root Beer Syrup BIB,NAB-023,Non-Alcoholic Beverage,Soda,5 gal bag-in-box,11,54.57,600.27
INV-2025-08,Club Soda Canister,NAB-024,Non-Alcoholic Beverage,Soda,5 gal canister,28,17.11,479.08
INV-2025-08,Grapefruit Juice,NAB-025,Non-Alcoholic Beverage,Juice,46 oz can,13,5.58,72.54
INV-2025-08,Tomato Juice,NAB-026,Non-Alcoholic Beverage,Juice,46 oz can,13,4.75,61.75
INV-2025-08,Sparkling Lemon Water 12oz,NAB-027,Non-Alcoholic Beverage,Bottled Water,case of 24,14,15.46,216.44
INV-2025-08,Cold Brew Concentrate,NAB-028,Non-Alcoholic Beverage,Coffee,gallon,5,20.88,104.4
INV-2025-08,Half & Half,NAB-029,Non-Alcoholic Beverage,Milk/Dairy Bev,quart,15,4.72,70.8
INV-2025-08,Powerade Blue,NAB-030,Non-Alcoholic Beverage,Energy/Sports,case of 24,18,17.95,323.1
INV-2025-08,Domestic Draft Lager Keg,ALC-001,Alcoholic Beverage,Beer,1/2 barrel keg,7,121.51,850.57
INV-2025-08,Craft IPA Keg,ALC-002,Alcoholic Beverage,Beer,1/6 barrel keg,22,115.27,2535.94
INV-2025-08,"Mexican Lager, Bottled",ALC-003,Alcoholic Beverage,Beer,case of 24,30,38.16,1144.8
INV-2025-08,"Wheat Beer, Bottled",ALC-004,Alcoholic Beverage,Beer,case of 24,6,31.01,186.06
INV-2025-08,Light Lager Draft Keg,ALC-005,Alcoholic Beverage,Beer,1/2 barrel keg,6,95.95,575.7
INV-2025-08,"Cabernet Sauvignon, House Red",ALC-006,Alcoholic Beverage,Wine,case of 12,15,80.18,1202.7
INV-2025-08,"Chardonnay, House White",ALC-007,Alcoholic Beverage,Wine,case of 12,16,80.64,1290.24
INV-2025-08,Pinot Noir,ALC-008,Alcoholic Beverage,Wine,case of 12,7,125.68,879.76
INV-2025-08,Sauvignon Blanc,ALC-009,Alcoholic Beverage,Wine,case of 12,23,94.56,2174.88
INV-2025-08,Prosecco,ALC-010,Alcoholic Beverage,Wine,case of 12,20,114.89,2297.8
INV-2025-08,Rosé,ALC-011,Alcoholic Beverage,Wine,case of 12,26,89.95,2338.7
INV-2025-08,"Vodka, Well",ALC-012,Alcoholic Beverage,Spirits,1.75L bottle,27,26.78,723.06
INV-2025-08,"Vodka, Premium",ALC-013,Alcoholic Beverage,Spirits,1L bottle,3,34.92,104.76
INV-2025-08,"Gin, Well",ALC-014,Alcoholic Beverage,Spirits,1.75L bottle,24,22.68,544.32
INV-2025-08,"Tequila, Blanco Premium",ALC-015,Alcoholic Beverage,Spirits,1L bottle,9,34.69,312.21
INV-2025-08,"Tequila, Reposado Premium",ALC-016,Alcoholic Beverage,Spirits,1L bottle,19,43.28,822.32
INV-2025-08,"Bourbon, Well",ALC-017,Alcoholic Beverage,Spirits,1.75L bottle,15,29.01,435.15
INV-2025-08,"Bourbon, Premium",ALC-018,Alcoholic Beverage,Spirits,750ml bottle,4,45.94,183.76
INV-2025-08,"Rum, White",ALC-019,Alcoholic Beverage,Spirits,1.75L bottle,28,21.37,598.36
INV-2025-08,"Rum, Spiced",ALC-020,Alcoholic Beverage,Spirits,1L bottle,18,20.31,365.58
INV-2025-08,"Whiskey, Rye",ALC-021,Alcoholic Beverage,Spirits,750ml bottle,10,37.74,377.4
INV-2025-08,"Scotch, Blended",ALC-022,Alcoholic Beverage,Spirits,750ml bottle,22,27.51,605.22
INV-2025-08,Triple Sec,ALC-023,Alcoholic Beverage,Liqueur,1L bottle,3,16.8,50.4
INV-2025-08,Coffee Liqueur,ALC-024,Alcoholic Beverage,Liqueur,750ml bottle,13,24.2,314.6
INV-2025-08,Amaretto,ALC-025,Alcoholic Beverage,Liqueur,750ml bottle,30,22.69,680.7
INV-2025-08,"Stout, Bottled",ALC-026,Alcoholic Beverage,Beer,case of 24,16,43.0,688.0
INV-2025-08,Non-Alcoholic Beer,ALC-027,Alcoholic Beverage,Beer,case of 24,24,33.36,800.64
INV-2025-08,"Champagne, Brut",ALC-028,Alcoholic Beverage,Wine,case of 6,18,125.98,2267.64
INV-2025-08,Mezcal,ALC-029,Alcoholic Beverage,Spirits,750ml bottle,27,38.9,1050.3
INV-2025-08,"Vermouth, Dry",ALC-030,Alcoholic Beverage,Liqueur,1L bottle,21,11.57,242.97
INV-2025-08,All-Purpose Flour,DRY-001,Dry Goods & Spices,Flour,50 lb bag,21,21.51,451.71
INV-2025-08,Bread Flour,DRY-002,Dry Goods & Spices,Flour,50 lb bag,8,26.33,210.64
INV-2025-08,Cornmeal,DRY-003,Dry Goods & Spices,Flour,25 lb bag,30,16.93,507.9
INV-2025-08,"White Rice, Long Grain",DRY-004,Dry Goods & Spices,Grain,50 lb bag,45,36.69,1651.05
INV-2025-08,Jasmine Rice,DRY-005,Dry Goods & Spices,Grain,50 lb bag,31,33.52,1039.12
INV-2025-08,Quinoa,DRY-006,Dry Goods & Spices,Grain,10 lb bag,30,27.55,826.5
INV-2025-08,"Spaghetti, Dry",DRY-007,Dry Goods & Spices,Pasta,20 lb case,39,20.96,817.44
INV-2025-08,"Penne, Dry",DRY-008,Dry Goods & Spices,Pasta,20 lb case,14,17.77,248.78
INV-2025-08,"Black Beans, Dry",DRY-009,Dry Goods & Spices,Legume,25 lb bag,24,20.97,503.28
INV-2025-08,"Pinto Beans, Dry",DRY-010,Dry Goods & Spices,Legume,25 lb bag,18,23.66,425.88
INV-2025-08,Granulated Sugar,DRY-011,Dry Goods & Spices,Sugar,50 lb bag,14,25.27,353.78
INV-2025-08,Brown Sugar,DRY-012,Dry Goods & Spices,Sugar,25 lb bag,30,17.74,532.2
INV-2025-08,Powdered Sugar,DRY-013,Dry Goods & Spices,Sugar,25 lb bag,46,21.45,986.7
INV-2025-08,Kosher Salt,DRY-014,Dry Goods & Spices,Spice,25 lb bag,9,9.99,89.91
INV-2025-08,"Black Pepper, Ground",DRY-015,Dry Goods & Spices,Spice,1 lb bag,32,14.32,458.24
INV-2025-08,"Paprika, Smoked",DRY-016,Dry Goods & Spices,Spice,1 lb bag,20,9.29,185.8
INV-2025-08,"Cumin, Ground",DRY-017,Dry Goods & Spices,Spice,1 lb bag,10,14.09,140.9
INV-2025-08,Chili Powder,DRY-018,Dry Goods & Spices,Spice,1 lb bag,12,9.2,110.4
INV-2025-08,Garlic Powder,DRY-019,Dry Goods & Spices,Spice,1 lb bag,43,7.83,336.69
INV-2025-08,Onion Powder,DRY-020,Dry Goods & Spices,Spice,1 lb bag,47,9.67,454.49
INV-2025-08,Cayenne Pepper,DRY-021,Dry Goods & Spices,Spice,1 lb bag,16,8.9,142.4
INV-2025-08,"Oregano, Dried",DRY-022,Dry Goods & Spices,Spice,1 lb bag,50,12.48,624.0
INV-2025-08,"Cinnamon, Ground",DRY-023,Dry Goods & Spices,Spice,1 lb bag,5,8.8,44.0
INV-2025-08,Baking Powder,DRY-024,Dry Goods & Spices,Baking,10 lb can,27,19.33,521.91
INV-2025-08,Baking Soda,DRY-025,Dry Goods & Spices,Baking,12 lb box,21,9.86,207.06
INV-2025-08,Cocoa Powder,DRY-026,Dry Goods & Spices,Baking,5 lb bag,13,22.08,287.04
INV-2025-08,Panko Bread Crumbs,DRY-027,Dry Goods & Spices,Breading,25 lb case,22,35.05,771.1
INV-2025-08,Seasoned Bread Crumbs,DRY-028,Dry Goods & Spices,Breading,25 lb case,12,31.5,378.0
INV-2025-08,Sesame Seeds,DRY-029,Dry Goods & Spices,Nuts/Seeds,5 lb bag,6,19.99,119.94
INV-2025-08,Sliced Almonds,DRY-030,Dry Goods & Spices,Nuts/Seeds,5 lb bag,32,28.65,916.8
INV-2025-08,Frozen Peas,FRZ-001,Frozen/Refrigerated Goods,Frozen Vegetable,20 lb case,9,24.1,216.9
INV-2025-08,Frozen Corn,FRZ-002,Frozen/Refrigerated Goods,Frozen Vegetable,20 lb case,9,24.51,220.59
INV-2025-08,Frozen Broccoli Florets,FRZ-003,Frozen/Refrigerated Goods,Frozen Vegetable,20 lb case,37,29.01,1073.37
INV-2025-08,"Frozen Spinach, Chopped",FRZ-004,Frozen/Refrigerated Goods,Frozen Vegetable,20 lb case,36,27.81,1001.16
INV-2025-08,"French Fries, Straight Cut",FRZ-005,Frozen/Refrigerated Goods,Frozen Potato,30 lb case,15,32.76,491.4
INV-2025-08,Tater Tots,FRZ-006,Frozen/Refrigerated Goods,Frozen Potato,30 lb case,21,32.31,678.51
INV-2025-08,"Hash Browns, Shredded",FRZ-007,Frozen/Refrigerated Goods,Frozen Potato,20 lb case,12,26.43,317.16
INV-2025-08,"Dinner Rolls, Par-Baked",FRZ-008,Frozen/Refrigerated Goods,Frozen Bread,case of 200,37,36.16,1337.92
INV-2025-08,Pizza Dough Balls,FRZ-009,Frozen/Refrigerated Goods,Frozen Bread,case of 40,5,37.97,189.85
INV-2025-08,Vanilla Ice Cream,FRZ-010,Frozen/Refrigerated Goods,Frozen Dessert,3 gal tub,35,25.55,894.25
INV-2025-08,Chocolate Ice Cream,FRZ-011,Frozen/Refrigerated Goods,Frozen Dessert,3 gal tub,14,26.97,377.58
INV-2025-08,"Cheesecake, Uncut",FRZ-012,Frozen/Refrigerated Goods,Frozen Dessert,10 inch,7,19.86,139.02
INV-2025-08,Frozen Mixed Berries,FRZ-013,Frozen/Refrigerated Goods,Frozen Fruit,10 lb bag,31,32.83,1017.73
INV-2025-08,Frozen Mango Chunks,FRZ-014,Frozen/Refrigerated Goods,Frozen Fruit,10 lb bag,20,25.66,513.2
INV-2025-08,Shredded Mozzarella,FRZ-015,Frozen/Refrigerated Goods,Dairy,5 lb bag,25,18.05,451.25
INV-2025-08,Shredded Cheddar,FRZ-016,Frozen/Refrigerated Goods,Dairy,5 lb bag,9,18.56,167.04
INV-2025-08,"Parmesan, Grated",FRZ-017,Frozen/Refrigerated Goods,Dairy,5 lb bag,12,34.38,412.56
INV-2025-08,Cream Cheese,FRZ-018,Frozen/Refrigerated Goods,Dairy,3 lb block,8,11.58,92.64
