PO Number,Line Number,Product Primary Key,Item Name,Category,Subcategory,Unit of Measure,Quantity Ordered,Unit Price,Extended Price,Discount Amount,Net Purchase Amount
PO-00080,4,PRD-002,Iceberg Lettuce,Produce & Meat,Produce,case of 24 heads,8,27.92,223.36,0.0,223.36
PO-00081,1,ALC-027,Non-Alcoholic Beer,Alcoholic Beverage,Beer,case of 24,10,34.75,347.5,0.0,347.5
PO-00081,2,NAB-017,Herbal Chamomile Tea Bags,Non-Alcoholic Beverage,Tea,box of 100,8,17.36,138.88,0.0,138.88
PO-00081,3,PRD-001,Romaine Lettuce,Produce & Meat,Produce,case of 24 heads,9,32.46,292.14,0.0,292.14
PO-00081,4,ALC-006,"Cabernet Sauvignon, House Red",Alcoholic Beverage,Wine,case of 12,9,78.12,703.08,0.0,703.08
PO-00081,5,NAB-011,Lime Juice (bottled),Non-Alcoholic Beverage,Juice,32 oz bottle,5,4.3,21.5,1.48,20.02
PO-00081,6,ALC-013,"Vodka, Premium",Alcoholic Beverage,Spirits,1L bottle,3,33.66,100.98,2.6,98.38
PO-00081,7,FRZ-010,Vanilla Ice Cream,Frozen/Refrigerated Goods,Frozen Dessert,3 gal tub,4,25.2,100.8,0.0,100.8
PO-00081,8,FRZ-005,"French Fries, Straight Cut",Frozen/Refrigerated Goods,Frozen Potato,30 lb case,6,32.64,195.84,0.0,195.84
PO-00082,1,DRY-020,Onion Powder,Dry Goods & Spices,Spice,1 lb bag,2,9.5,19.0,0.0,19.0
PO-00082,2,PRD-003,"Tomatoes, Roma",Produce & Meat,Produce,25 lb case,6,36.38,218.28,0.0,218.28
PO-00082,3,LIQ-002,"Olive Oil, Extra Virgin",Liquids/Pastes/Sauces,Oil,3 L tin,2,27.16,54.32,0.0,54.32
PO-00082,4,NAB-028,Cold Brew Concentrate,Non-Alcoholic Beverage,Coffee,gallon,4,21.38,85.52,0.0,85.52
PO-00082,5,PRD-012,Carrots,Produce & Meat,Produce,25 lb bag,10,25.55,255.5,0.0,255.5
PO-00082,6,NAB-007,Orange Juice Concentrate,Non-Alcoholic Beverage,Juice,gallon,2,11.19,22.38,0.0,22.38
PO-00083,1,NAB-005,Still Water 16.9oz,Non-Alcoholic Beverage,Bottled Water,case of 24,10,6.73,67.3,0.0,67.3
PO-00083,2,DRY-010,"Pinto Beans, Dry",Dry Goods & Spices,Legume,25 lb bag,7,22.73,159.11,0.0,159.11
PO-00083,3,ALC-021,"Whiskey, Rye",Alcoholic Beverage,Spirits,750ml bottle,7,37.89,265.23,0.0,265.23
PO-00083,4,LIQ-025,"Beef Stock, Liquid",Liquids/Pastes/Sauces,Stock/Broth,1 gal jug,2,16.05,32.1,0.0,32.1
PO-00083,5,ALC-007,"Chardonnay, House White",Alcoholic Beverage,Wine,case of 12,1,87.05,87.05,2.95,84.1
PO-00084,1,SUP-020,Aluminum Foil Roll,Supplies,Wrap/Film,roll,6,30.47,182.82,0.0,182.82
PO-00084,2,DRY-021,Cayenne Pepper,Dry Goods & Spices,Spice,1 lb bag,3,9.36,28.08,0.0,28.08
PO-00084,3,FRZ-025,Frozen Salmon Fillets,Frozen/Refrigerated Goods,Frozen Protein,10 lb box,2,98.66,197.32,0.0,197.32
PO-00085,1,DRY-006,Quinoa,Dry Goods & Spices,Grain,10 lb bag,7,28.5,199.5,0.0,199.5
PO-00085,2,PRD-004,"Onions, Yellow",Produce & Meat,Produce,50 lb bag,1,23.48,23.48,0.0,23.48
PO-00085,3,SUP-009,Toothpicks,Supplies,Disposable,box of 1000,5,4.19,20.95,0.53,20.42
PO-00085,4,LIQ-020,"Curry Paste, Red",Liquids/Pastes/Sauces,Paste,14 oz can,9,6.22,55.98,0.0,55.98
PO-00086,1,LIQ-029,Sriracha,Liquids/Pastes/Sauces,Sauce,1 gal jug,9,24.03,216.27,0.0,216.27
PO-00086,2,SUP-013,Bleach,Supplies,Cleaning,1 gal jug,10,8.17,81.7,0.0,81.7
PO-00086,3,FRZ-016,Shredded Cheddar,Frozen/Refrigerated Goods,Dairy,5 lb bag,3,18.69,56.07,2.13,53.94
PO-00086,4,NAB-010,Lemon Juice (bottled),Non-Alcoholic Beverage,Juice,32 oz bottle,2,4.65,9.3,0.0,9.3
PO-00086,5,DRY-015,"Black Pepper, Ground",Dry Goods & Spices,Spice,1 lb bag,5,13.5,67.5,0.0,67.5
PO-00086,6,FRZ-022,"Eggs, Large",Frozen/Refrigerated Goods,Dairy,case of 15 dz,5,51.88,259.4,0.0,259.4
PO-00086,7,SUP-020,Aluminum Foil Roll,Supplies,Wrap/Film,roll,8,31.17,249.36,0.0,249.36
PO-00087,1,LIQ-022,Diced Tomatoes,Liquids/Pastes/Sauces,Canned Tomato,#10 can,7,8.57,59.99,0.0,59.99
PO-00087,2,SUP-003,"To-Go Cup Lids, Dome",Supplies,To-Go,case of 1000,10,33.45,334.5,13.13,321.37
PO-00087,3,LIQ-003,Vegetable Oil,Liquids/Pastes/Sauces,Oil,35 lb jug,4,40.8,163.2,0.0,163.2
PO-00087,4,FRZ-008,"Dinner Rolls, Par-Baked",Frozen/Refrigerated Goods,Frozen Bread,case of 200,7,38.02,266.14,0.0,266.14
PO-00087,5,PRD-025,"Bacon, Sliced",Produce & Meat,Meat,15 lb case,8,68.61,548.88,0.0,548.88
PO-00087,6,DRY-013,Powdered Sugar,Dry Goods & Spices,Sugar,25 lb bag,6,21.44,128.64,0.0,128.64
PO-00088,1,NAB-011,Lime Juice (bottled),Non-Alcoholic Beverage,Juice,32 oz bottle,2,4.42,8.84,0.0,8.84
PO-00088,2,PRD-008,Avocados,Produce & Meat,Produce,case of 48,7,68.31,478.17,0.0,478.17
PO-00088,3,FRZ-005,"French Fries, Straight Cut",Frozen/Refrigerated Goods,Frozen Potato,30 lb case,5,32.26,161.3,0.0,161.3
PO-00088,4,PRD-001,Romaine Lettuce,Produce & Meat,Produce,case of 24 heads,7,34.65,242.55,0.0,242.55
PO-00088,5,ALC-013,"Vodka, Premium",Alcoholic Beverage,Spirits,1L bottle,10,31.67,316.7,0.0,316.7
PO-00088,6,PRD-016,Jalapeños,Produce & Meat,Produce,10 lb case,9,17.73,159.57,0.0,159.57
PO-00088,7,DRY-012,Brown Sugar,Dry Goods & Spices,Sugar,25 lb bag,7,18.15,127.05,0.0,127.05
PO-00089,1,NAB-028,Cold Brew Concentrate,Non-Alcoholic Beverage,Coffee,gallon,7,21.48,150.36,3.9,146.46
PO-00089,2,PRD-008,Avocados,Produce & Meat,Produce,case of 48,9,64.51,580.59,0.0,580.59
PO-00089,3,PRD-012,Carrots,Produce & Meat,Produce,25 lb bag,4,25.1,100.4,0.0,100.4
PO-00089,4,PRD-013,Celery,Produce & Meat,Produce,case of 30,10,29.62,296.2,0.0,296.2
PO-00089,5,SUP-003,"To-Go Cup Lids, Dome",Supplies,To-Go,case of 1000,1,31.16,31.16,0.0,31.16
PO-00089,6,DRY-020,Onion Powder,Dry Goods & Spices,Spice,1 lb bag,2,9.12,18.24,1.39,16.85
PO-00089,7,DRY-007,"Spaghetti, Dry",Dry Goods & Spices,Pasta,20 lb case,5,20.08,100.4,0.0,100.4
PO-00090,1,ALC-014,"Gin, Well",Alcoholic Beverage,Spirits,1.75L bottle,1,21.84,21.84,0.0,21.84
PO-00090,2,NAB-014,"Decaf Coffee, Medium Roast",Non-Alcoholic Beverage,Coffee,2 lb bag,3,18.58,55.74,0.0,55.74
PO-00090,3,SUP-009,Toothpicks,Supplies,Disposable,box of 1000,9,4.31,38.79,0.0,38.79
PO-00091,1,PRD-019,"Basil, Fresh",Produce & Meat,Produce,case of 12 bunches,10,23.6,236.0,0.0,236.0
PO-00091,2,ALC-001,Domestic Draft Lager Keg,Alcoholic Beverage,Beer,1/2 barrel keg,7,113.29,793.03,0.0,793.03
PO-00091,3,SUP-019,Plastic Wrap Roll,Supplies,Wrap/Film,roll,4,20.35,81.4,0.0,81.4
PO-00091,4,SUP-029,Aluminum Steam Table Pans,Supplies,Small Wares,case of 50,2,57.04,114.08,0.0,114.08
PO-00091,5,PRD-026,NY Strip Steak,Produce & Meat,Meat,case,9,15.69,141.21,0.0,141.21
PO-00091,6,FRZ-029,Frozen Diced Onions,Frozen/Refrigerated Goods,Frozen Vegetable,20 lb case,8,25.96,207.68,12.51,195.17
PO-00092,1,DRY-026,Cocoa Powder,Dry Goods & Spices,Baking,5 lb bag,5,21.48,107.4,0.0,107.4
PO-00092,2,SUP-016,"Toilet Paper, Roll",Supplies,Paper Goods,case of 48,3,43.33,129.99,0.0,129.99
PO-00092,3,FRZ-010,Vanilla Ice Cream,Frozen/Refrigerated Goods,Frozen Dessert,3 gal tub,2,25.44,50.88,0.0,50.88
PO-00093,1,LIQ-030,Honey,Liquids/Pastes/Sauces,Honey/Syrup,5 lb jug,6,18.49,110.94,0.0,110.94
PO-00093,2,SUP-011,"Degreaser, Kitchen",Supplies,Cleaning,1 gal jug,6,21.22,127.32,0.0,127.32
PO-00093,3,SUP-008,"Plastic Cutlery, Spoons",Supplies,Disposable,box of 1000,4,17.21,68.84,0.0,68.84
PO-00093,4,ALC-029,Mezcal,Alcoholic Beverage,Spirits,750ml bottle,9,43.69,393.21,0.0,393.21
PO-00093,5,SUP-030,"Menu Paper, Cardstock",Supplies,Menu/Marketing,ream of 500,8,19.97,159.76,0.0,159.76
PO-00093,6,SUP-010,"Dish Soap, Concentrate",Supplies,Cleaning,1 gal jug,8,26.47,211.76,0.0,211.76
PO-00093,7,LIQ-025,"Beef Stock, Liquid",Liquids/Pastes/Sauces,Stock/Broth,1 gal jug,4,16.76,67.04,0.0,67.04
PO-00093,8,DRY-030,Sliced Almonds,Dry Goods & Spices,Nuts/Seeds,5 lb bag,9,29.06,261.54,0.0,261.54
PO-00094,1,FRZ-009,Pizza Dough Balls,Frozen/Refrigerated Goods,Frozen Bread,case of 40,5,40.59,202.95,0.0,202.95
PO-00094,2,NAB-028,Cold Brew Concentrate,Non-Alcoholic Beverage,Coffee,gallon,5,19.56,97.8,0.0,97.8
PO-00094,3,DRY-008,"Penne, Dry",Dry Goods & Spices,Pasta,20 lb case,8,19.01,152.08,0.0,152.08
PO-00094,4,NAB-020,Whole Milk,Non-Alcoholic Beverage,Milk/Dairy Bev,half gallon,4,2.61,10.44,0.0,10.44
PO-00094,5,PRD-009,Limes,Produce & Meat,Produce,case of 200,6,40.56,243.36,0.0,243.36
PO-00094,6,LIQ-020,"Curry Paste, Red",Liquids/Pastes/Sauces,Paste,14 oz can,7,6.33,44.31,0.0,44.31
PO-00095,1,LIQ-017,Tomato Paste,Liquids/Pastes/Sauces,Paste,#10 can,5,12.83,64.15,0.0,64.15
PO-00095,2,DRY-019,Garlic Powder,Dry Goods & Spices,Spice,1 lb bag,9,8.23,74.07,0.0,74.07
PO-00095,3,PRD-004,"Onions, Yellow",Produce & Meat,Produce,50 lb bag,2,24.88,49.76,3.23,46.53
PO-00095,4,ALC-001,Domestic Draft Lager Keg,Alcoholic Beverage,Beer,1/2 barrel keg,1,112.85,112.85,0.0,112.85
PO-00095,5,FRZ-018,Cream Cheese,Frozen/Refrigerated Goods,Dairy,3 lb block,3,12.66,37.98,0.0,37.98
PO-00096,1,SUP-028,Chafing Fuel Cans,Supplies,Small Wares,case of 24,8,39.36,314.88,21.31,293.57
PO-00096,2,ALC-005,Light Lager Draft Keg,Alcoholic Beverage,Beer,1/2 barrel keg,7,97.13,679.91,0.0,679.91
PO-00096,3,LIQ-023,Tomato Puree,Liquids/Pastes/Sauces,Canned Tomato,#10 can,6,7.97,47.82,0.0,47.82
PO-00096,4,LIQ-029,Sriracha,Liquids/Pastes/Sauces,Sauce,1 gal jug,10,23.35,233.5,15.52,217.98
PO-00096,5,DRY-005,Jasmine Rice,Dry Goods & Spices,Grain,50 lb bag,8,34.73,277.84,0.0,277.84
PO-00096,6,SUP-019,Plastic Wrap Roll,Supplies,Wrap/Film,roll,2,20.33,40.66,0.0,40.66
PO-00097,1,FRZ-027,"Spring Rolls, Vegetable",Frozen/Refrigerated Goods,Frozen Appetizer,case of 100,3,59.35,178.05,0.0,178.05
PO-00097,2,NAB-019,Gatorade Fruit Punch,Non-Alcoholic Beverage,Energy/Sports,case of 24,7,20.72,145.04,0.0,145.04
PO-00097,3,SUP-015,"Paper Towels, Roll",Supplies,Paper Goods,case of 12,3,42.11,126.33,0.0,126.33
PO-00097,4,ALC-005,Light Lager Draft Keg,Alcoholic Beverage,Beer,1/2 barrel keg,5,92.72,463.6,19.3,444.3
PO-00097,5,PRD-018,"Spinach, Fresh",Produce & Meat,Produce,4 lb case,3,18.55,55.65,3.2,52.45
PO-00097,6,NAB-002,Diet Coke Syrup BIB,Non-Alcoholic Beverage,Soda,5 gal bag-in-box,4,61.25,245.0,0.0,245.0
PO-00098,1,ALC-019,"Rum, White",Alcoholic Beverage,Spirits,1.75L bottle,8,19.96,159.68,9.86,149.82
PO-00098,2,PRD-006,"Bell Peppers, Green",Produce & Meat,Produce,25 lb case,7,40.59,284.13,0.0,284.13
PO-00098,3,DRY-010,"Pinto Beans, Dry",Dry Goods & Spices,Legume,25 lb bag,4,21.94,87.76,0.0,87.76
PO-00099,1,ALC-015,"Tequila, Blanco Premium",Alcoholic Beverage,Spirits,1L bottle,10,34.81,348.1,0.0,348.1
PO-00099,2,LIQ-016,"Vinaigrette, Balsamic",Liquids/Pastes/Sauces,Sauce,1 gal jug,4,21.39,85.56,0.0,85.56
PO-00099,3,LIQ-018,Garlic Paste,Liquids/Pastes/Sauces,Paste,4 lb tub,7,15.31,107.17,0.0,107.17
PO-00099,4,NAB-019,Gatorade Fruit Punch,Non-Alcoholic Beverage,Energy/Sports,case of 24,4,21.68,86.72,2.26,84.46
PO-00099,5,NAB-011,Lime Juice (bottled),Non-Alcoholic Beverage,Juice,32 oz bottle,10,4.39,43.9,0.0,43.9
PO-00099,6,FRZ-024,Frozen Chicken Wings,Frozen/Refrigerated Goods,Frozen Protein,40 lb case,7,103.45,724.15,0.0,724.15
PO-00100,1,PRD-022,"Chicken Breast, Boneless",Produce & Meat,Meat,case,4,4.85,19.4,0.0,19.4
PO-00100,2,SUP-004,"Paper Bags, Kraft",Supplies,To-Go,case of 500,7,32.63,228.41,0.0,228.41
PO-00100,3,SUP-026,Hand Soap,Supplies,Chemical,1 gal jug,4,15.52,62.08,0.0,62.08
PO-00100,4,FRZ-021,Sour Cream,Frozen/Refrigerated Goods,Dairy,5 lb tub,8,14.73,117.84,0.0,117.84
PO-00100,5,SUP-001,"To-Go Containers, 32oz",Supplies,To-Go,case of 150,1,34.85,34.85,0.0,34.85
PO-00100,6,NAB-013,"Drip Coffee, Medium Roast",Non-Alcoholic Beverage,Coffee,2 lb bag,3,17.49,52.47,0.0,52.47
PO-00100,7,PRD-029,"Salmon Fillet, Fresh",Produce & Meat,Seafood,case,7,13.79,96.53,0.0,96.53
PO-00101,1,NAB-002,Diet Coke Syrup BIB,Non-Alcoholic Beverage,Soda,5 gal bag-in-box,9,59.94,539.46,0.0,539.46
PO-00101,2,SUP-029,Aluminum Steam Table Pans,Supplies,Small Wares,case of 50,7,55.47,388.29,20.27,368.02
PO-00101,3,FRZ-028,"Yogurt, Plain",Frozen/Refrigerated Goods,Dairy,5 lb tub,5,14.31,71.55,1.77,69.78
PO-00102,1,FRZ-005,"French Fries, Straight Cut",Frozen/Refrigerated Goods,Frozen Potato,30 lb case,10,33.31,333.1,19.97,313.13
PO-00102,2,PRD-020,"Ginger, Fresh",Produce & Meat,Produce,10 lb case,3,30.62,91.86,5.74,86.12
PO-00102,3,DRY-015,"Black Pepper, Ground",Dry Goods & Spices,Spice,1 lb bag,3,14.09,42.27,0.0,42.27
PO-00102,4,NAB-004,Ginger Ale Syrup BIB,Non-Alcoholic Beverage,Soda,5 gal bag-in-box,9,65.79,592.11,0.0,592.11
PO-00102,5,SUP-014,Glass Cleaner,Supplies,Cleaning,1 gal jug,3,15.99,47.97,0.0,47.97
PO-00102,6,ALC-018,"Bourbon, Premium",Alcoholic Beverage,Spirits,750ml bottle,5,45.04,225.2,0.0,225.2
PO-00102,7,SUP-017,Butcher Paper Roll,Supplies,Paper Goods,roll,1,29.59,29.59,0.0,29.59
PO-00102,8,ALC-024,Coffee Liqueur,Alcoholic Beverage,Liqueur,750ml bottle,9,25.53,229.77,14.42,215.35
PO-00103,1,LIQ-005,White Vinegar,Liquids/Pastes/Sauces,Vinegar,1 gal jug,2,7.6,15.2,0.0,15.2
PO-00103,2,ALC-010,Prosecco,Alcoholic Beverage,Wine,case of 12,1,113.16,113.16,0.0,113.16
PO-00103,3,DRY-025,Baking Soda,Dry Goods & Spices,Baking,12 lb box,1,9.9,9.9,0.0,9.9
PO-00103,4,PRD-018,"Spinach, Fresh",Produce & Meat,Produce,4 lb case,3,19.13,57.39,0.0,57.39
PO-00103,5,DRY-006,Quinoa,Dry Goods & Spices,Grain,10 lb bag,1,30.88,30.88,0.0,30.88
PO-00103,6,NAB-021,Oat Milk,Non-Alcoholic Beverage,Milk/Dairy Bev,32 oz carton,7,6.11,42.77,0.0,42.77
PO-00104,1,ALC-005,Light Lager Draft Keg,Alcoholic Beverage,Beer,1/2 barrel keg,1,97.47,97.47,0.0,97.47
PO-00104,2,PRD-030,"Shrimp, Fresh 16/20",Produce & Meat,Seafood,case,8,11.32,90.56,0.0,90.56
PO-00104,3,NAB-019,Gatorade Fruit Punch,Non-Alcoholic Beverage,Energy/Sports,case of 24,5,22.41,112.05,0.0,112.05
PO-00104,4,DRY-011,Granulated Sugar,Dry Goods & Spices,Sugar,50 lb bag,1,25.25,25.25,0.0,25.25
PO-00104,5,FRZ-006,Tater Tots,Frozen/Refrigerated Goods,Frozen Potato,30 lb case,5,30.31,151.55,0.0,151.55
PO-00105,1,LIQ-030,Honey,Liquids/Pastes/Sauces,Honey/Syrup,5 lb jug,1,18.89,18.89,0.0,18.89
PO-00105,2,DRY-010,"Pinto Beans, Dry",Dry Goods & Spices,Legume,25 lb bag,7,20.89,146.23,0.0,146.23
PO-00105,3,ALC-019,"Rum, White",Alcoholic Beverage,Spirits,1.75L bottle,2,20.37,40.74,0.0,40.74
PO-00105,4,NAB-007,Orange Juice Concentrate,Non-Alcoholic Beverage,Juice,gallon,7,12.29,86.03,0.0,86.03
PO-00105,5,LIQ-004,Sesame Oil,Liquids/Pastes/Sauces,Oil,1 gal jug,3,26.99,80.97,0.0,80.97
PO-00105,6,SUP-010,"Dish Soap, Concentrate",Supplies,Cleaning,1 gal jug,4,24.56,98.24,0.0,98.24
PO-00105,7,SUP-012,Sanitizer Solution,Supplies,Cleaning,1 gal jug,6,18.06,108.36,0.0,108.36
PO-00105,8,SUP-030,"Menu Paper, Cardstock",Supplies,Menu/Marketing,ream of 500,10,20.65,206.5,5.78,200.72
PO-00106,1,FRZ-020,Heavy Cream,Frozen/Refrigerated Goods,Dairy,quart,7,5.31,37.17,0.0,37.17
PO-00106,2,LIQ-007,Rice Wine Vinegar,Liquids/Pastes/Sauces,Vinegar,1 gal jug,6,20.36,122.16,0.0,122.16
PO-00106,3,FRZ-024,Frozen Chicken Wings,Frozen/Refrigerated Goods,Frozen Protein,40 lb case,4,102.21,408.84,27.07,381.77
PO-00106,4,LIQ-016,"Vinaigrette, Balsamic",Liquids/Pastes/Sauces,Sauce,1 gal jug,2,20.68,41.36,0.0,41.36
PO-00107,1,NAB-024,Club Soda Canister,Non-Alcoholic Beverage,Soda,5 gal canister,10,15.81,158.1,11.09,147.01
PO-00107,2,SUP-009,Toothpicks,Supplies,Disposable,box of 1000,2,4.14,8.28,0.0,8.28
PO-00107,3,PRD-002,Iceberg Lettuce,Produce & Meat,Produce,case of 24 heads,7,28.6,200.2,0.0,200.2
PO-00108,1,FRZ-027,"Spring Rolls, Vegetable",Frozen/Refrigerated Goods,Frozen Appetizer,case of 100,1,59.34,59.34,0.0,59.34
PO-00108,2,NAB-026,Tomato Juice,Non-Alcoholic Beverage,Juice,46 oz can,3,4.86,14.58,0.0,14.58
PO-00108,3,FRZ-024,Frozen Chicken Wings,Frozen/Refrigerated Goods,Frozen Protein,40 lb case,2,103.97,207.94,0.0,207.94
PO-00108,4,SUP-021,"Disposable Gloves, Nitrile",Supplies,Gloves,case of 1000,2,55.57,111.14,2.65,108.49
PO-00108,5,PRD-029,"Salmon Fillet, Fresh",Produce & Meat,Seafood,case,8,13.88,111.04,0.0,111.04
PO-00108,6,SUP-013,Bleach,Supplies,Cleaning,1 gal jug,6,7.48,44.88,3.43,41.45
PO-00108,7,ALC-005,Light Lager Draft Keg,Alcoholic Beverage,Beer,1/2 barrel keg,10,90.34,903.4,0.0,903.4
PO-00109,1,LIQ-017,Tomato Paste,Liquids/Pastes/Sauces,Paste,#10 can,2,12.21,24.42,0.0,24.42
PO-00109,2,DRY-011,Granulated Sugar,Dry Goods & Spices,Sugar,50 lb bag,4,24.21,96.84,0.0,96.84
PO-00109,3,LIQ-027,Marinara Sauce,Liquids/Pastes/Sauces,Sauce,#10 can,4,13.68,54.72,0.0,54.72
PO-00109,4,DRY-029,Sesame Seeds,Dry Goods & Spices,Nuts/Seeds,5 lb bag,1,21.15,21.15,0.0,21.15
PO-00109,5,FRZ-017,"Parmesan, Grated",Frozen/Refrigerated Goods,Dairy,5 lb bag,6,35.34,212.04,0.0,212.04
PO-00109,6,FRZ-011,Chocolate Ice Cream,Frozen/Refrigerated Goods,Frozen Dessert,3 gal tub,6,29.23,175.38,0.0,175.38
PO-00109,7,LIQ-009,Hot Sauce,Liquids/Pastes/Sauces,Sauce,1 gal jug,7,23.71,165.97,0.0,165.97
PO-00110,1,SUP-023,Food Storage Containers,Supplies,Storage,case of 100,2,38.58,77.16,0.0,77.16
PO-00110,2,LIQ-024,"Chicken Stock, Liquid",Liquids/Pastes/Sauces,Stock/Broth,1 gal jug,9,15.24,137.16,0.0,137.16
PO-00110,3,FRZ-016,Shredded Cheddar,Frozen/Refrigerated Goods,Dairy,5 lb bag,1,19.12,19.12,0.0,19.12
PO-00111,1,PRD-005,"Garlic, Fresh",Produce & Meat,Produce,10 lb case,10,37.16,371.6,0.0,371.6
PO-00111,2,SUP-020,Aluminum Foil Roll,Supplies,Wrap/Film,roll,8,31.53,252.24,0.0,252.24
PO-00111,3,LIQ-023,Tomato Puree,Liquids/Pastes/Sauces,Canned Tomato,#10 can,1,7.89,7.89,0.27,7.62
PO-00111,4,NAB-010,Lemon Juice (bottled),Non-Alcoholic Beverage,Juice,32 oz bottle,9,4.52,40.68,0.0,40.68
PO-00111,5,SUP-028,Chafing Fuel Cans,Supplies,Small Wares,case of 24,10,39.03,390.3,0.0,390.3
PO-00111,6,SUP-013,Bleach,Supplies,Cleaning,1 gal jug,3,7.51,22.53,0.0,22.53
PO-00111,7,FRZ-007,"Hash Browns, Shredded",Frozen/Refrigerated Goods,Frozen Potato,20 lb case,6,28.58,171.48,4.95,166.53
PO-00111,8,SUP-021,"Disposable Gloves, Nitrile",Supplies,Gloves,case of 1000,3,58.11,174.33,0.0,174.33
PO-00112,1,FRZ-011,Chocolate Ice Cream,Frozen/Refrigerated Goods,Frozen Dessert,3 gal tub,10,27.64,276.4,0.0,276.4
PO-00112,2,LIQ-027,Marinara Sauce,Liquids/Pastes/Sauces,Sauce,#10 can,5,13.13,65.65,4.18,61.47
PO-00112,3,FRZ-017,"Parmesan, Grated",Frozen/Refrigerated Goods,Dairy,5 lb bag,10,35.91,359.1,0.0,359.1
PO-00112,4,SUP-016,"Toilet Paper, Roll",Supplies,Paper Goods,case of 48,10,45.06,450.6,25.3,425.3
PO-00112,5,DRY-030,Sliced Almonds,Dry Goods & Spices,Nuts/Seeds,5 lb bag,10,30.98,309.8,0.0,309.8
PO-00112,6,ALC-025,Amaretto,Alcoholic Beverage,Liqueur,750ml bottle,8,21.66,173.28,11.21,162.07
PO-00112,7,LIQ-009,Hot Sauce,Liquids/Pastes/Sauces,Sauce,1 gal jug,6,23.08,138.48,0.0,138.48
PO-00112,8,FRZ-001,Frozen Peas,Frozen/Refrigerated Goods,Frozen Vegetable,20 lb case,2,26.02,52.04,0.0,52.04
PO-00113,1,NAB-029,Half & Half,Non-Alcoholic Beverage,Milk/Dairy Bev,quart,7,4.72,33.04,0.0,33.04
PO-00113,2,DRY-016,"Paprika, Smoked",Dry Goods & Spices,Spice,1 lb bag,8,10.38,83.04,0.0,83.04
PO-00113,3,ALC-027,Non-Alcoholic Beer,Alcoholic Beverage,Beer,case of 24,7,34.68,242.76,11.84,230.92
PO-00113,4,PRD-030,"Shrimp, Fresh 16/20",Produce & Meat,Seafood,case,4,12.26,49.04,0.0,49.04
PO-00113,5,ALC-007,"Chardonnay, House White",Alcoholic Beverage,Wine,case of 12,1,79.57,79.57,0.0,79.57
PO-00113,6,PRD-016,Jalapeños,Produce & Meat,Produce,10 lb case,2,17.59,35.18,1.06,34.12
PO-00113,7,NAB-007,Orange Juice Concentrate,Non-Alcoholic Beverage,Juice,gallon,2,11.57,23.14,0.0,23.14
PO-00113,8,NAB-028,Cold Brew Concentrate,Non-Alcoholic Beverage,Coffee,gallon,2,21.34,42.68,0.0,42.68
PO-00114,1,LIQ-009,Hot Sauce,Liquids/Pastes/Sauces,Sauce,1 gal jug,1,23.08,23.08,0.0,23.08
PO-00114,2,PRD-023,"Chicken Thighs, Boneless",Produce & Meat,Meat,case,8,3.91,31.28,0.0,31.28
PO-00114,3,SUP-007,"Plastic Cutlery, Forks",Supplies,Disposable,box of 1000,7,18.75,131.25,9.11,122.14
PO-00114,4,SUP-009,Toothpicks,Supplies,Disposable,box of 1000,8,4.26,34.08,0.0,34.08
PO-00114,5,ALC-011,Rosé,Alcoholic Beverage,Wine,case of 12,3,84.24,252.72,0.0,252.72
PO-00114,6,PRD-007,"Bell Peppers, Red",Produce & Meat,Produce,25 lb case,8,44.23,353.84,0.0,353.84
PO-00114,7,ALC-017,"Bourbon, Well",Alcoholic Beverage,Spirits,1.75L bottle,7,29.42,205.94,0.0,205.94
PO-00114,8,PRD-021,"Ground Beef, 80/20",Produce & Meat,Meat,case,5,5.29,26.45,1.39,25.06
PO-00115,1,DRY-006,Quinoa,Dry Goods & Spices,Grain,10 lb bag,10,30.52,305.2,19.88,285.32
PO-00115,2,FRZ-005,"French Fries, Straight Cut",Frozen/Refrigerated Goods,Frozen Potato,30 lb case,2,34.03,68.06,0.0,68.06
PO-00115,3,ALC-027,Non-Alcoholic Beer,Alcoholic Beverage,Beer,case of 24,7,36.28,253.96,0.0,253.96
PO-00116,1,FRZ-007,"Hash Browns, Shredded",Frozen/Refrigerated Goods,Frozen Potato,20 lb case,7,26.6,186.2,11.36,174.84
PO-00116,2,SUP-021,"Disposable Gloves, Nitrile",Supplies,Gloves,case of 1000,3,55.24,165.72,0.0,165.72
PO-00116,3,ALC-015,"Tequila, Blanco Premium",Alcoholic Beverage,Spirits,1L bottle,2,33.75,67.5,3.6,63.9
PO-00116,4,ALC-016,"Tequila, Reposado Premium",Alcoholic Beverage,Spirits,1L bottle,5,45.79,228.95,0.0,228.95
PO-00116,5,PRD-029,"Salmon Fillet, Fresh",Produce & Meat,Seafood,case,1,13.9,13.9,0.0,13.9
PO-00116,6,SUP-019,Plastic Wrap Roll,Supplies,Wrap/Film,roll,9,20.19,181.71,0.0,181.71
PO-00117,1,ALC-018,"Bourbon, Premium",Alcoholic Beverage,Spirits,750ml bottle,8,42.9,343.2,0.0,343.2
PO-00117,2,PRD-025,"Bacon, Sliced",Produce & Meat,Meat,15 lb case,3,69.88,209.64,0.0,209.64
PO-00117,3,DRY-001,All-Purpose Flour,Dry Goods & Spices,Flour,50 lb bag,10,21.74,217.4,0.0,217.4
PO-00117,4,SUP-006,"Straws, Wrapped",Supplies,Disposable,box of 500,7,9.57,66.99,0.0,66.99
